statecounty,margin,dole,clinton,perot,nader,other
27133,0.55%, 44.23%, 43.68%, 11.30%,-, 0.80%
27135,3.31%, 43.25%, 39.93%, 15.65%,-, 1.17%
27137,35.11%, 25.50%, 60.62%, 11.29%,-, 2.59%
27139,5.85%, 38.77%, 44.62%, 14.88%,-, 1.74%
27141,7.96%, 37.37%, 45.33%, 15.75%,-, 1.55%
27143,2.69%, 38.96%, 41.66%, 18.44%,-, 0.93%
27145,5.02%, 39.01%, 44.03%, 14.81%,-, 2.15%
27147,9.07%, 37.54%, 46.61%, 14.68%,-, 1.18%
27149,11.00%, 39.25%, 50.25%, 8.56%,-, 1.94%
27151,28.39%, 28.91%, 57.30%, 12.95%,-, 0.84%
27153,4.13%, 38.11%, 42.24%, 18.30%,-, 1.36%
27155,16.15%, 34.77%, 50.92%, 13.23%,-, 1.08%
27157,11.19%, 36.06%, 47.25%, 15.40%,-, 1.30%
27159,3.58%, 44.64%, 41.06%, 13.26%,-, 1.04%
27161,7.65%, 37.43%, 45.08%, 16.35%,-, 1.14%
27163,15.79%, 35.45%, 51.24%, 11.48%,-, 1.83%
27165,10.15%, 37.74%, 47.89%, 13.44%,-, 0.93%
27167,5.87%, 46.83%, 40.96%, 11.12%,-, 1.09%
27169,10.72%, 36.80%, 47.52%, 13.45%,-, 2.23%
27171,6.65%, 37.92%, 44.57%, 15.91%,-, 1.60%
27173,13.07%, 35.67%, 48.74%, 14.54%,-, 1.05%
28001,19.69%, 37.29%, 56.99%, 5.40%,-, 0.32%
28003,0.04%, 45.25%, 45.28%, 8.47%,-, 0.99%
28005,5.30%, 44.10%, 49.41%, 6.14%,-, 0.35%
28007,0.57%, 47.34%, 46.76%, 5.79%,-, 0.11%
28009,30.04%, 31.36%, 61.40%, 6.60%,-, 0.63%
28011,35.24%, 30.56%, 65.80%, 2.43%,-, 1.21%
28013,5.82%, 49.19%, 43.38%, 6.99%,-, 0.44%
28015,11.92%, 53.28%, 41.37%, 4.97%,-, 0.39%
28017,7.35%, 42.75%, 50.10%, 6.76%,-, 0.39%
28019,14.50%, 53.15%, 38.64%, 7.65%,-, 0.56%
28021,63.59%, 16.87%, 80.46%, 2.22%,-, 0.45%
28023,18.30%, 56.04%, 37.74%, 5.91%,-, 0.31%
28025,17.44%, 38.97%, 56.41%, 4.46%,-, 0.16%
28027,24.30%, 35.80%, 60.10%, 2.66%,-, 1.44%
28029,3.09%, 46.23%, 49.33%, 4.19%,-, 0.25%
28031,9.37%, 51.05%, 41.68%, 6.61%,-, 0.65%
28033,23.18%, 53.53%, 30.35%, 7.08%,-, 1.34%
28035,16.21%, 55.17%, 38.96%, 5.35%,-, 0.51%
28037,6.14%, 47.50%, 41.36%, 9.85%,-, 1.29%
28039,23.94%, 55.71%, 31.77%, 11.95%,-, 0.57%
28041,16.55%, 53.71%, 37.16%, 8.88%,-, 0.25%
28043,1.32%, 47.88%, 46.56%, 4.97%,-, 0.59%
28045,13.33%, 51.16%, 37.82%, 10.05%,-, 0.98%
28047,13.91%, 52.84%, 38.92%, 7.72%,-, 0.51%
28049,11.55%, 42.19%, 53.73%, 3.47%,-, 0.61%
28051,49.66%, 23.96%, 73.62%, 2.18%,-, 0.23%
28053,24.21%, 36.24%, 60.45%, 2.88%,-, 0.42%
28055,31.73%, 30.81%, 62.54%, 4.81%,-, 1.83%
28057,6.95%, 48.22%, 41.27%, 10.11%,-, 0.39%
28059,27.20%, 59.86%, 32.67%, 7.08%,-, 0.39%
28061,9.02%, 42.50%, 51.52%, 5.74%,-, 0.24%
28063,65.47%, 15.68%, 81.15%, 2.85%,-, 0.32%
28065,15.89%, 38.84%, 54.73%, 5.43%,-, 1.01%
28067,25.92%, 59.62%, 33.70%, 6.24%,-, 0.44%
28069,16.48%, 38.93%, 55.41%, 5.09%,-, 0.57%
28071,1.06%, 47.18%, 46.12%, 5.76%,-, 0.94%
28073,42.59%, 67.39%, 24.81%, 7.24%,-, 0.56%
28075,25.72%, 60.62%, 34.90%, 4.17%,-, 0.30%
28077,1.66%, 44.54%, 46.19%, 8.77%,-, 0.50%
28079,1.81%, 47.60%, 45.79%, 6.41%,-, 0.21%
28081,15.57%, 54.48%, 38.91%, 6.28%,-, 0.33%
28083,20.46%, 38.04%, 58.51%, 2.05%,-, 1.40%
28085,15.05%, 53.85%, 38.80%, 7.03%,-, 0.32%
28087,18.14%, 56.40%, 38.26%, 4.61%,-, 0.73%
28089,20.71%, 58.60%, 37.89%, 3.07%,-, 0.44%
28091,6.91%, 50.39%, 43.48%, 5.87%,-, 0.26%
28093,37.47%, 28.85%, 66.32%, 4.25%,-, 0.57%
28095,0.19%, 45.97%, 45.78%, 7.85%,-, 0.40%
28097,0.66%, 47.15%, 47.80%, 4.78%,-, 0.27%
28099,24.39%, 58.37%, 33.98%, 7.19%,-, 0.46%
28101,29.90%, 61.30%, 31.40%, 6.74%,-, 0.57%
28103,35.23%, 29.94%, 65.17%, 2.77%,-, 2.12%
28105,1.75%, 49.04%, 47.29%, 3.15%,-, 0.51%
28107,17.69%, 38.34%, 56.03%, 5.31%,-, 0.31%
28109,23.09%, 57.12%, 34.03%, 8.28%,-, 0.58%
28111,18.87%, 53.72%, 34.85%, 11.10%,-, 0.32%
28113,7.23%, 43.45%, 50.68%, 5.49%,-, 0.38%
28115,21.95%, 55.64%, 33.69%, 10.04%,-, 0.64%
28117,5.89%, 48.73%, 42.84%, 8.05%,-, 0.38%
28119,30.91%, 32.54%, 63.45%, 3.66%,-, 0.35%
28121,45.09%, 69.40%, 24.32%, 5.91%,-, 0.37%
28123,11.16%, 52.43%, 41.27%, 6.08%,-, 0.22%
28125,25.20%, 34.59%, 59.79%, 2.67%,-, 2.94%
28127,20.36%, 56.56%, 36.19%, 6.66%,-, 0.58%
28129,26.24%, 58.47%, 32.23%, 9.05%,-, 0.24%
28131,17.22%, 53.45%, 36.23%, 9.74%,-, 0.58%
28133,24.73%, 35.57%, 60.30%, 3.53%,-, 0.60%
28135,26.65%, 34.00%, 60.65%, 5.09%,-, 0.26%
28137,6.81%, 50.40%, 43.59%, 5.54%,-, 0.48%
28139,3.70%, 46.80%, 43.10%, 9.52%,-, 0.58%
28141,0.93%, 45.28%, 44.34%, 9.97%,-, 0.41%
28143,37.43%, 29.53%, 66.97%, 2.92%,-, 0.58%
28145,12.38%, 51.14%, 38.76%, 9.21%,-, 0.89%
28147,0.02%, 45.27%, 45.29%, 8.98%,-, 0.47%
28149,2.51%, 47.77%, 45.26%, 6.49%,-, 0.47%
28151,18.87%, 38.77%, 57.64%, 2.51%,-, 1.08%
28153,8.74%, 49.60%, 40.86%, 9.17%,-, 0.37%
28155,22.46%, 57.85%, 35.40%, 6.55%,-, 0.21%
28157,43.66%, 24.77%, 68.43%, 5.51%,-, 1.29%
28159,0.13%, 47.03%, 46.89%, 5.83%,-, 0.24%
28161,16.14%, 38.04%, 54.18%, 7.38%,-, 0.40%
28163,6.45%, 44.49%, 50.94%, 3.88%,-, 0.70%
29001,2.07%, 44.78%, 42.71%, 11.25%,-, 1.25%
29003,6.68%, 46.20%, 39.53%, 13.58%,-, 0.69%
29005,2.05%, 44.56%, 42.51%, 12.32%,-, 0.60%
29007,7.52%, 40.45%, 47.96%, 10.70%,-, 0.89%
29009,12.74%, 49.62%, 36.88%, 12.66%,-, 0.83%
29011,23.53%, 55.74%, 32.21%, 11.16%,-, 0.89%
29013,4.48%, 40.69%, 45.17%, 13.30%,-, 0.84%
29015,1.50%, 43.11%, 44.62%, 11.38%,-, 0.89%
29017,7.45%, 47.95%, 40.50%, 10.03%,-, 1.53%
29019,5.66%, 42.46%, 48.12%, 7.86%,-, 1.55%
29021,9.81%, 38.19%, 48.00%, 12.87%,-, 0.94%
29023,8.48%, 48.78%, 40.30%, 9.86%,-, 1.07%
29025,0.66%, 42.21%, 42.88%, 13.49%,-, 1.41%
29027,2.38%, 42.38%, 44.76%, 11.65%,-, 1.22%
29029,11.05%, 48.93%, 37.88%, 12.31%,-, 0.88%
29031,20.27%, 56.32%, 36.05%, 6.74%,-, 0.89%
29033,5.34%, 40.73%, 46.07%, 12.85%,-, 0.35%
29035,0.30%, 44.08%, 43.78%, 11.24%,-, 0.90%
29037,6.04%, 46.52%, 40.48%, 11.98%,-, 1.03%
29039,8.75%, 47.57%, 38.82%, 12.60%,-, 1.01%
29041,13.99%, 37.40%, 51.39%, 10.49%,-, 0.72%
29043,15.33%, 50.97%, 35.64%, 12.37%,-, 1.02%
29045,20.16%, 32.63%, 52.79%, 13.82%,-, 0.75%
29047,5.30%, 41.85%, 47.15%, 10.19%,-, 0.81%
29049,9.28%, 38.80%, 48.08%, 11.84%,-, 1.28%
29051,18.00%, 55.01%, 37.00%, 7.23%,-, 0.76%
29053,2.22%, 43.75%, 41.53%, 13.44%,-, 1.28%
29055,4.69%, 39.05%, 43.74%, 15.97%,-, 1.23%
29057,16.33%, 51.40%, 35.06%, 12.61%,-, 0.93%
29059,4.88%, 45.01%, 40.13%, 13.87%,-, 0.99%
29061,6.35%, 39.40%, 45.75%, 13.90%,-, 0.95%
29063,1.35%, 42.30%, 43.66%, 12.79%,-, 1.25%
29065,5.56%, 45.90%, 40.34%, 12.51%,-, 1.25%
29067,16.53%, 50.17%, 33.64%, 14.95%,-, 1.23%
29069,16.34%, 37.02%, 53.36%, 9.18%,-, 0.44%
29071,0.57%, 40.66%, 41.23%, 16.35%,-, 1.76%
29073,14.96%, 50.19%, 35.24%, 13.73%,-, 0.84%
29075,4.01%, 41.36%, 45.37%, 12.64%,-, 0.64%
29077,9.15%, 49.60%, 40.45%, 8.82%,-, 1.13%
29079,4.04%, 40.08%, 44.13%, 13.43%,-, 2.36%
29081,2.81%, 44.77%, 41.96%, 12.47%,-, 0.80%
29083,14.44%, 35.68%, 50.11%, 13.47%,-, 0.73%
29085,9.38%, 38.11%, 47.49%, 13.57%,-, 0.82%
29087,6.38%, 47.15%, 40.77%, 11.19%,-, 0.89%
29089,11.16%, 36.76%, 47.92%, 13.51%,-, 1.81%
29091,5.40%, 44.30%, 38.90%, 15.28%,-, 1.52%
29093,21.47%, 31.92%, 53.39%, 13.65%,-, 1.03%
29095,21.94%, 34.26%, 56.20%, 8.43%,-, 1.11%
29097,20.43%, 54.39%, 33.95%, 10.50%,-, 1.16%
29099,12.40%, 36.12%, 48.52%, 13.45%,-, 1.90%
29101,0.38%, 43.06%, 42.68%, 13.11%,-, 1.15%
29103,1.43%, 42.65%, 44.09%, 12.57%,-, 0.69%
29105,16.00%, 51.20%, 35.19%, 12.69%,-, 0.92%
29107,4.76%, 41.57%, 46.34%, 11.48%,-, 0.61%
29109,13.25%, 49.46%, 36.21%, 13.08%,-, 1.26%
29111,14.30%, 34.79%, 49.09%, 15.42%,-, 0.69%
29113,5.92%, 38.83%, 44.75%, 14.92%,-, 1.50%
29115,14.77%, 35.60%, 50.36%, 13.26%,-, 0.78%
29117,8.63%, 38.89%, 47.52%, 12.68%,-, 0.91%
29119,17.21%, 50.36%, 33.15%, 15.45%,-, 1.04%
29121,4.68%, 40.65%, 45.32%, 13.09%,-, 0.94%
29123,16.21%, 34.21%, 50.42%, 13.40%,-, 1.97%
29125,0.55%, 42.90%, 42.35%, 14.19%,-, 0.55%
29127,2.53%, 43.40%, 45.93%, 10.09%,-, 0.58%
29129,2.53%, 41.75%, 44.28%, 13.16%,-, 0.82%
29131,14.61%, 50.20%, 35.59%, 13.56%,-, 0.65%
29133,31.24%, 30.39%, 61.63%, 7.24%,-, 0.74%
29135,8.67%, 47.63%, 38.96%, 12.68%,-, 0.73%
29137,15.79%, 34.80%, 50.59%, 13.89%,-, 0.73%
29139,2.93%, 40.65%, 43.58%, 14.78%,-, 1.00%
29141,0.74%, 42.89%, 42.14%, 14.10%,-, 0.87%
29143,26.87%, 31.93%, 58.80%, 8.76%,-, 0.52%
29145,23.37%, 55.66%, 32.29%, 11.03%,-, 1.01%
29147,7.14%, 39.74%, 46.87%, 12.33%,-, 1.06%
29149,7.63%, 39.10%, 46.73%, 12.37%,-, 1.80%
29151,15.18%, 51.90%, 36.73%, 10.92%,-, 0.45%
29153,10.96%, 47.18%, 36.22%, 14.92%,-, 1.68%
29155,27.32%, 32.06%, 59.38%, 8.07%,-, 0.49%
29157,13.42%, 50.54%, 37.12%, 11.46%,-, 0.88%
29159,8.38%, 48.06%, 39.68%, 11.24%,-, 1.02%
29161,3.82%, 45.70%, 41.87%, 11.13%,-, 1.30%
29163,19.21%, 33.00%, 52.22%, 13.69%,-, 1.09%
29165,2.13%, 45.36%, 43.23%, 10.33%,-, 1.08%
29167,13.36%, 49.74%, 36.38%, 12.86%,-, 1.01%
29169,3.37%, 45.04%, 41.67%, 12.57%,-, 0.73%
29171,10.42%, 48.60%, 38.17%, 12.29%,-, 0.94%
29173,11.97%, 37.34%, 49.31%, 12.83%,-, 0.52%
29175,13.67%, 36.44%, 50.11%, 12.58%,-, 0.88%
29177,20.83%, 32.82%, 53.65%, 12.67%,-, 0.86%
29179,24.59%, 30.51%, 55.10%, 13.04%,-, 1.35%
29181,2.00%, 42.68%, 44.68%, 11.38%,-, 1.27%
29183,6.20%, 46.66%, 40.46%, 11.34%,-, 1.55%
29185,3.55%, 40.58%, 44.13%, 14.53%,-, 0.76%
29186,22.58%, 30.89%, 53.47%, 14.00%,-, 1.64%
29187,15.99%, 34.98%, 50.96%, 12.78%,-, 1.27%
29189,6.37%, 42.42%, 48.79%, 7.54%,-, 1.26%
29195,20.71%, 33.10%, 53.82%, 12.31%,-, 0.77%
29197,4.14%, 40.20%, 44.34%, 14.85%,-, 0.62%
29199,10.30%, 36.70%, 47.01%, 15.48%,-, 0.81%
29201,2.43%, 43.54%, 45.97%, 9.72%,-, 0.77%
29203,14.30%, 35.27%, 49.58%, 13.80%,-, 1.34%
29205,6.44%, 39.64%, 46.08%, 13.50%,-, 0.78%
29207,1.23%, 44.92%, 43.69%, 10.60%,-, 0.79%
29209,16.99%, 51.40%, 34.42%, 13.32%,-, 0.87%
29211,4.16%, 41.75%, 45.91%, 11.13%,-, 1.21%
29213,16.88%, 52.01%, 35.13%, 12.01%,-, 0.86%
29215,1.78%, 43.06%, 41.28%, 14.14%,-, 1.51%
29217,3.13%, 40.70%, 43.82%, 14.79%,-, 0.69%
29219,3.78%, 43.78%, 40.00%, 14.57%,-, 1.65%
29221,26.19%, 28.78%, 54.97%, 14.89%,-, 1.36%
29223,10.30%, 38.45%, 48.75%, 11.93%,-, 0.87%
29225,10.86%, 48.84%, 37.97%, 11.96%,-, 1.23%
29227,2.51%, 42.42%, 44.93%, 11.78%,-, 0.86%
29229,21.07%, 53.67%, 32.59%, 12.72%,-, 1.02%
29510,56.65%, 18.13%, 74.78%, 5.96%,-, 1.13%
30001,31.10%, 60.06%, 28.96%, 10.25%,-, 0.72%
30003,26.35%, 31.52%, 57.87%, 10.00%,-, 0.61%
30005,6.53%, 38.96%, 45.49%, 15.04%,-, 0.52%
30007,21.67%, 52.34%, 30.67%, 16.17%,-, 0.81%
30009,6.15%, 45.09%, 38.93%, 14.97%,-, 1.01%
30011,48.63%, 68.24%, 19.61%, 11.63%,-, 0.52%
30013,4.05%, 40.82%, 44.87%, 13.57%,-, 0.74%
30015,19.67%, 52.58%, 32.91%, 13.75%,-, 0.76%
30017,6.61%, 46.29%, 39.69%, 13.04%,-, 0.98%
30019,3.66%, 42.53%, 38.87%, 18.29%,-, 0.30%
30021,0.28%, 40.45%, 40.72%, 18.02%,-, 0.81%
30023,48.86%, 17.62%, 66.49%, 15.41%,-, 0.48%
30025,21.50%, 51.32%, 29.82%, 18.21%,-, 0.66%
30027,29.14%, 59.27%, 30.13%, 9.77%,-, 0.84%
30029,18.90%, 51.33%, 32.43%, 14.85%,-, 1.38%
30031,12.34%, 50.07%, 37.73%, 10.82%,-, 1.38%
30033,60.99%, 75.34%, 14.34%, 9.25%,-, 1.07%
30035,24.96%, 31.01%, 55.97%, 11.99%,-, 1.03%
30037,31.97%, 58.20%, 26.23%, 14.96%,-, 0.61%
30039,21.61%, 52.10%, 30.49%, 16.20%,-, 1.21%
30041,12.88%, 36.58%, 49.46%, 13.36%,-, 0.60%
30043,9.85%, 46.82%, 36.97%, 15.18%,-, 1.02%
30045,22.50%, 56.28%, 33.78%, 9.42%,-, 0.52%
30047,4.87%, 43.57%, 38.70%, 16.64%,-, 1.09%
30049,0.49%, 43.94%, 43.45%, 11.83%,-, 0.78%
30051,21.94%, 54.56%, 32.62%, 12.39%,-, 0.43%
30053,10.77%, 45.16%, 34.39%, 18.12%,-, 2.34%
30055,17.91%, 48.96%, 31.05%, 19.43%,-, 0.56%
30057,29.44%, 56.77%, 27.32%, 14.76%,-, 1.14%
30059,23.93%, 53.95%, 30.02%, 15.17%,-, 0.85%
30061,6.75%, 33.99%, 40.74%, 23.72%,-, 1.55%
30063,13.16%, 36.13%, 49.29%, 12.59%,-, 2.00%
30065,22.59%, 54.00%, 31.41%, 14.02%,-, 0.58%
30067,17.09%, 51.52%, 34.43%, 12.88%,-, 1.18%
30069,42.76%, 64.14%, 21.38%, 12.41%,-, 2.07%
30071,27.36%, 55.44%, 28.08%, 15.97%,-, 0.52%
30073,10.63%, 48.53%, 37.90%, 12.93%,-, 0.64%
30075,40.86%, 63.44%, 22.58%, 13.11%,-, 0.86%
30077,11.49%, 45.47%, 33.98%, 18.95%,-, 1.61%
30079,20.26%, 53.46%, 33.21%, 12.69%,-, 0.64%
30081,18.09%, 50.11%, 32.02%, 16.82%,-, 1.05%
30083,8.91%, 44.24%, 35.33%, 19.83%,-, 0.59%
30085,22.74%, 30.25%, 52.99%, 16.14%,-, 0.63%
30087,7.28%, 38.37%, 45.64%, 14.85%,-, 1.14%
30089,10.08%, 43.83%, 33.75%, 21.24%,-, 1.18%
30091,14.58%, 34.17%, 48.75%, 16.76%,-, 0.33%
30093,41.24%, 22.11%, 63.35%, 13.84%,-, 0.69%
30095,15.50%, 49.24%, 33.74%, 16.26%,-, 0.76%
30097,35.91%, 62.23%, 26.32%, 10.44%,-, 1.01%
30099,15.42%, 51.14%, 35.72%, 12.51%,-, 0.63%
30101,13.26%, 48.47%, 35.21%, 15.55%,-, 0.77%
30103,13.25%, 47.59%, 34.34%, 17.47%,-, 0.60%
30105,3.90%, 43.69%, 39.79%, 15.33%,-, 1.19%
30107,15.81%, 51.75%, 35.94%, 11.67%,-, 0.64%
30109,14.19%, 46.33%, 32.14%, 20.88%,-, 0.65%
30111,6.04%, 47.18%, 41.14%, 10.99%,-, 0.69%
31001,23.92%, 55.41%, 31.49%, 12.11%,-, 0.99%
31003,33.26%, 59.50%, 26.23%, 13.56%,-, 0.71%
31005,54.65%, 72.48%, 9.69%, 17.83%,-,-
31007,60.84%, 76.11%, 15.27%, 7.39%,-, 1.23%
31009,61.11%, 75.13%, 14.02%, 10.32%,-, 0.53%
31011,30.23%, 57.63%, 27.41%, 14.42%,-, 0.54%
31013,13.59%, 49.41%, 35.82%, 13.97%,-, 0.80%
31015,30.25%, 57.97%, 27.72%, 13.49%,-, 0.82%
31017,42.24%, 62.57%, 20.33%, 16.36%,-, 0.74%
31019,36.12%, 63.09%, 26.97%, 9.36%,-, 0.57%
31021,13.44%, 48.83%, 35.38%, 14.22%,-, 1.57%
31023,25.51%, 55.25%, 29.73%, 13.85%,-, 1.16%
31025,14.47%, 50.37%, 35.90%, 12.79%,-, 0.94%
31027,22.91%, 52.20%, 29.29%, 17.77%,-, 0.75%
31029,49.19%, 68.88%, 19.69%, 10.63%,-, 0.81%
31031,48.36%, 68.04%, 19.68%, 11.86%,-, 0.43%
31033,38.12%, 64.83%, 26.70%, 7.24%,-, 1.24%
31035,33.28%, 59.86%, 26.58%, 12.84%,-, 0.72%
31037,25.13%, 55.23%, 30.10%, 13.91%,-, 0.76%
31039,36.35%, 61.60%, 25.25%, 12.30%,-, 0.86%
31041,40.13%, 64.15%, 24.02%, 11.42%,-, 0.41%
31043,0.67%, 43.31%, 43.98%, 12.05%,-, 0.67%
31045,24.70%, 55.69%, 30.99%, 12.36%,-, 0.95%
31047,32.41%, 59.44%, 27.03%, 12.94%,-, 0.58%
31049,38.75%, 63.47%, 24.72%, 11.20%,-, 0.61%
31051,19.23%, 51.95%, 32.72%, 14.55%,-, 0.77%
31053,15.68%, 50.95%, 35.27%, 12.89%,-, 0.88%
31055,12.03%, 51.38%, 39.34%, 8.27%,-, 1.01%
31057,47.96%, 68.30%, 20.35%, 10.17%,-, 1.18%
31059,20.61%, 54.80%, 34.18%, 10.37%,-, 0.65%
31061,30.89%, 59.03%, 28.15%, 12.53%,-, 0.29%
31063,42.61%, 64.96%, 22.35%, 12.18%,-, 0.50%
31065,33.68%, 61.18%, 27.50%, 8.59%,-, 0.41%
31067,4.11%, 44.83%, 40.72%, 13.67%,-, 0.77%
31069,44.10%, 65.61%, 21.51%, 11.95%,-, 0.93%
31071,38.06%, 63.26%, 25.20%, 11.23%,-, 0.30%
31073,32.24%, 58.78%, 26.54%, 14.48%,-, 0.19%
31075,43.72%, 64.82%, 21.11%, 13.82%,-, 0.25%
31077,13.31%, 50.27%, 36.96%, 12.14%,-, 0.63%
31079,17.90%, 52.45%, 34.55%, 12.38%,-, 0.63%
31081,33.95%, 61.37%, 27.42%, 10.69%,-, 0.51%
31083,32.29%, 60.28%, 27.99%, 10.93%,-, 0.81%
31085,61.75%, 77.02%, 15.26%, 6.84%,-, 0.88%
31087,36.20%, 62.27%, 26.07%, 11.03%,-, 0.64%
31089,44.24%, 65.27%, 21.03%, 12.86%,-, 0.84%
31091,37.55%, 59.92%, 22.37%, 16.15%,-, 1.56%
31093,17.07%, 50.10%, 33.02%, 16.14%,-, 0.74%
31095,11.40%, 49.17%, 37.76%, 12.30%,-, 0.77%
31097,11.36%, 47.98%, 36.61%, 14.69%,-, 0.71%
31099,38.42%, 64.07%, 25.66%, 9.71%,-, 0.56%
31101,43.79%, 65.50%, 21.71%, 12.03%,-, 0.76%
31103,54.49%, 72.10%, 17.60%, 8.80%,-, 1.50%
31105,27.13%, 56.67%, 29.54%, 11.88%,-, 1.91%
31107,21.76%, 53.91%, 32.15%, 13.48%,-, 0.46%
31109,1.51%, 45.86%, 44.36%, 8.80%,-, 0.98%
31111,15.65%, 50.54%, 34.89%, 13.80%,-, 0.77%
31113,47.99%, 65.63%, 17.63%, 16.07%,-, 0.67%
31115,46.55%, 68.77%, 22.22%, 8.41%,-, 0.60%
31117,56.83%, 72.36%, 15.53%, 10.25%,-, 1.86%
31119,38.88%, 62.97%, 24.09%, 12.29%,-, 0.66%
31121,30.60%, 58.67%, 28.07%, 12.64%,-, 0.62%
31123,30.70%, 58.86%, 28.16%, 11.90%,-, 1.09%
31125,17.81%, 51.74%, 33.93%, 13.81%,-, 0.52%
31127,18.05%, 51.94%, 33.89%, 13.34%,-, 0.83%
31129,25.35%, 56.01%, 30.66%, 12.39%,-, 0.93%
31131,15.54%, 50.58%, 35.03%, 13.48%,-, 0.91%
31133,11.85%, 48.82%, 36.97%, 13.19%,-, 1.02%
31135,43.22%, 66.06%, 22.84%, 10.58%,-, 0.52%
31137,42.46%, 65.86%, 23.39%, 10.16%,-, 0.59%
31139,39.78%, 62.39%, 22.62%, 14.47%,-, 0.52%
31141,39.83%, 64.11%, 24.28%, 10.91%,-, 0.70%
31143,29.50%, 58.84%, 29.34%, 10.49%,-, 1.33%
31145,34.86%, 62.10%, 27.24%, 9.96%,-, 0.70%
31147,13.38%, 48.85%, 35.48%, 14.80%,-, 0.87%
31149,43.39%, 63.73%, 20.34%, 15.25%,-, 0.68%
31151,11.17%, 37.58%, 48.75%, 13.31%,-, 0.35%
31153,25.62%, 57.74%, 32.11%, 9.33%,-, 0.82%
31155,20.20%, 52.51%, 32.30%, 14.23%,-, 0.97%
31157,22.85%, 56.43%, 33.58%, 9.24%,-, 0.75%
31159,15.61%, 51.86%, 36.25%, 11.10%,-, 0.79%
31161,46.41%, 67.50%, 21.09%, 10.64%,-, 0.77%
31163,15.25%, 49.16%, 33.91%, 15.91%,-, 1.02%
31165,53.78%, 71.74%, 17.97%, 9.77%,-, 0.52%
31167,36.02%, 59.64%, 23.62%, 15.80%,-, 0.94%
31169,25.59%, 56.81%, 31.21%, 11.17%,-, 0.80%
31171,55.71%, 70.63%, 14.92%, 14.45%,-,-
31173,6.01%, 39.50%, 45.51%, 13.86%,-, 1.14%
31175,24.58%, 56.27%, 31.69%, 11.45%,-, 0.59%
31177,27.83%, 57.03%, 29.19%, 12.61%,-, 1.17%
31179,29.98%, 58.49%, 28.51%, 11.97%,-, 1.03%
31181,24.19%, 55.96%, 31.76%, 12.07%,-, 0.20%
31183,32.30%, 57.66%, 25.36%, 16.51%,-, 0.48%
31185,40.16%, 65.56%, 25.40%, 8.59%,-, 0.45%
32001,26.88%, 56.28%, 29.40%, 10.58%,-, 3.75%
32003,9.34%, 39.37%, 48.71%, 8.82%,-, 3.10%
32005,23.10%, 54.83%, 31.73%, 9.23%,-, 4.20%
32007,28.36%, 54.92%, 26.56%, 12.98%,-, 5.54%
32009,25.09%, 50.73%, 25.64%, 16.67%,-, 4.40%
32011,36.92%, 59.88%, 22.97%, 13.08%,-, 1.60%
32013,18.89%, 50.85%, 31.96%, 13.14%,-, 4.05%
32015,20.18%, 49.98%, 29.80%, 16.30%,-, 3.93%
32017,24.51%, 52.50%, 27.99%, 14.30%,-, 2.97%
32019,13.75%, 49.01%, 35.25%, 11.38%,-, 4.36%
32021,10.96%, 35.12%, 46.07%, 15.57%,-, 3.24%
32023,7.37%, 43.20%, 35.83%, 16.76%,-, 4.21%
32027,11.34%, 47.36%, 36.01%, 12.94%,-, 3.70%
32029,5.50%, 42.60%, 37.10%, 14.74%, 2.24%, 3.32%
32031,4.18%, 45.28%, 41.11%, 9.12%,-, 4.49%
32033,0.06%, 40.03%, 39.97%, 15.62%,-, 4.38%
32510,10.09%, 48.73%, 38.64%, 8.46%,-, 4.18%
33001,1.44%, 45.24%, 43.81%, 9.73%,-, 1.22%
33003,1.38%, 44.16%, 42.77%, 11.78%,-, 1.30%
33005,19.89%, 34.52%, 54.41%, 9.35%,-, 1.73%
33007,17.60%, 33.27%, 50.87%, 14.75%,-, 1.12%
33009,11.31%, 38.95%, 50.26%, 9.31%,-, 1.48%
33011,8.08%, 40.54%, 48.61%, 9.15%,-, 1.71%
33013,14.50%, 37.78%, 52.28%, 8.57%,-, 1.38%
33015,6.57%, 40.80%, 47.37%, 10.10%,-, 1.74%
33017,20.99%, 33.81%, 54.79%, 9.54%,-, 1.86%
33019,9.02%, 39.54%, 48.55%, 10.45%,-, 1.47%
34001,17.82%, 35.33%, 53.15%, 9.88%,-, 1.64%
34003,13.76%, 38.90%, 52.66%, 7.03%,-, 1.41%
34005,16.94%, 35.00%, 51.94%, 11.24%,-, 1.82%
34007,32.77%, 27.83%, 60.59%, 9.19%,-, 2.39%
34009,1.09%, 42.98%, 44.07%, 11.05%,-, 1.89%
34011,22.99%, 31.69%, 54.68%, 11.49%,-, 2.14%
34013,43.35%, 25.63%, 68.99%, 3.74%,-, 1.63%
34015,19.70%, 31.96%, 51.66%, 14.29%,-, 2.09%
34017,46.88%, 23.06%, 69.95%, 5.40%,-, 1.59%
34019,15.34%, 51.00%, 35.66%, 10.99%,-, 2.35%
34021,28.15%, 30.79%, 58.94%, 8.00%,-, 2.27%
34023,24.29%, 31.90%, 56.20%, 9.54%,-, 2.36%
34025,8.21%, 40.16%, 48.37%, 9.14%,-, 2.34%
34027,7.53%, 48.96%, 41.43%, 7.82%,-, 1.80%
34029,5.62%, 40.81%, 46.43%, 11.26%,-, 1.50%
34031,21.11%, 35.04%, 56.15%, 7.16%,-, 1.66%
34033,10.58%, 35.76%, 46.34%, 15.87%,-, 2.04%
