statecounty,Margin,McCain,Obama,Other
40073,68.37%, 84.19%, 15.81%,-
40075,34.84%, 67.42%, 32.58%,-
40077,37.07%, 68.54%, 31.46%,-
40079,38.64%, 69.32%, 30.68%,-
40081,49.85%, 74.92%, 25.08%,-
40083,37.43%, 68.71%, 31.29%,-
40085,34.63%, 67.32%, 32.68%,-
40087,51.83%, 75.92%, 24.08%,-
40089,46.98%, 73.49%, 26.51%,-
40091,19.25%, 59.63%, 40.37%,-
40093,70.33%, 85.16%, 14.84%,-
40095,38.84%, 69.42%, 30.58%,-
40097,28.06%, 64.03%, 35.97%,-
40099,40.35%, 70.18%, 29.82%,-
40101,15.03%, 57.51%, 42.49%,-
40103,53.55%, 76.78%, 23.22%,-
40105,36.47%, 68.24%, 31.76%,-
40107,28.21%, 64.10%, 35.90%,-
40109,16.82%, 58.41%, 41.59%,-
40111,17.00%, 58.50%, 41.50%,-
40113,23.72%, 61.86%, 38.14%,-
40115,23.60%, 61.80%, 38.20%,-
40117,37.45%, 68.72%, 31.28%,-
40119,26.98%, 63.49%, 36.51%,-
40121,36.58%, 68.29%, 31.71%,-
40123,36.73%, 68.36%, 31.64%,-
40125,38.35%, 69.18%, 30.82%,-
40127,43.44%, 71.72%, 28.28%,-
40129,67.92%, 83.96%, 16.04%,-
40131,44.06%, 72.03%, 27.97%,-
40133,30.58%, 65.29%, 34.71%,-
40135,36.01%, 68.00%, 32.00%,-
40137,52.06%, 76.03%, 23.97%,-
40139,70.51%, 85.25%, 14.75%,-
40141,35.62%, 67.81%, 32.19%,-
40143,24.45%, 62.23%, 37.77%,-
40145,41.75%, 70.88%, 29.12%,-
40147,44.58%, 72.29%, 27.71%,-
40149,55.95%, 77.97%, 22.03%,-
40151,55.41%, 77.71%, 22.29%,-
40153,65.18%, 82.59%, 17.41%,-
41001,32.41%, 64.37%, 31.96%, 3.67%
41003,31.49%, 32.84%, 64.33%, 2.82%
41005,10.36%, 43.57%, 53.93%, 2.51%
41007,18.92%, 38.78%, 57.69%, 3.53%
41009,12.02%, 42.04%, 54.06%, 3.90%
41011,3.08%, 49.61%, 46.53%, 3.86%
41013,26.46%, 61.54%, 35.09%, 3.37%
41015,11.48%, 53.89%, 42.41%, 3.70%
41017,0.31%, 48.96%, 48.66%, 2.38%
41019,20.06%, 58.41%, 38.34%, 3.25%
41021,19.64%, 58.38%, 38.74%, 2.88%
41023,45.51%, 71.25%, 25.74%, 3.02%
41025,44.66%, 70.46%, 25.79%, 3.75%
41027,30.90%, 33.21%, 64.11%, 2.68%
41029,0.05%, 48.53%, 48.58%, 2.88%
41031,8.66%, 52.92%, 44.27%, 2.81%
41033,13.23%, 54.63%, 41.41%, 3.96%
41035,33.14%, 65.01%, 31.87%, 3.12%
41037,45.58%, 71.53%, 25.95%, 2.52%
41039,27.45%, 34.90%, 62.35%, 2.75%
41041,22.89%, 36.80%, 59.68%, 3.52%
41043,11.37%, 54.00%, 42.64%, 3.36%
41045,40.33%, 68.60%, 28.27%, 3.13%
41047,2.21%, 47.41%, 49.63%, 2.96%
41049,27.08%, 61.83%, 34.75%, 3.43%
41051,56.08%, 20.61%, 76.69%, 2.70%
41053,0.49%, 48.92%, 48.43%, 2.64%
41055,23.78%, 60.55%, 36.77%, 2.67%
41057,9.89%, 43.30%, 53.18%, 3.52%
41059,22.61%, 59.77%, 37.16%, 3.08%
41061,23.57%, 60.20%, 36.63%, 3.18%
41063,30.10%, 63.52%, 33.42%, 3.07%
41065,7.06%, 44.84%, 51.90%, 3.26%
41067,22.13%, 37.69%, 59.82%, 2.49%
41069,26.72%, 61.33%, 34.61%, 4.06%
41071,1.36%, 49.14%, 47.78%, 3.08%
42001,19.48%, 58.89%, 39.41%, 1.70%
42003,15.41%, 41.64%, 57.05%, 1.31%
42005,24.47%, 61.27%, 36.80%, 1.93%
42007,2.82%, 50.45%, 47.63%, 1.93%
42009,44.64%, 71.51%, 26.87%, 1.62%
42011,9.16%, 44.60%, 53.76%, 1.63%
42013,24.19%, 61.37%, 37.17%, 1.46%
42015,18.35%, 58.16%, 39.81%, 2.03%
42017,8.64%, 45.08%, 53.71%, 1.21%
42019,27.34%, 62.88%, 35.54%, 1.57%
42021,0.69%, 48.47%, 49.16%, 2.36%
42023,19.67%, 58.62%, 38.95%, 2.44%
42025,1.87%, 47.90%, 49.77%, 2.33%
42027,11.77%, 43.35%, 55.12%, 1.54%
42029,9.17%, 44.83%, 54.00%, 1.17%
42031,22.27%, 60.06%, 37.79%, 2.15%
42033,12.07%, 54.85%, 42.78%, 2.37%
42035,2.75%, 50.73%, 47.98%, 1.28%
42037,4.41%, 51.20%, 46.79%, 2.02%
42039,10.36%, 54.17%, 43.80%, 2.03%
42041,13.56%, 56.00%, 42.44%, 1.56%
42043,9.04%, 44.85%, 53.89%, 1.26%
42045,21.38%, 38.75%, 60.12%, 1.13%
42047,4.28%, 46.48%, 50.76%, 2.76%
42049,19.82%, 39.25%, 59.07%, 1.67%
42051,0.41%, 49.35%, 48.95%, 1.70%
42053,13.29%, 55.35%, 42.06%, 2.59%
42055,32.44%, 65.56%, 33.12%, 1.32%
42057,48.62%, 73.61%, 24.99%, 1.40%
42059,0.37%, 48.96%, 48.59%, 2.46%
42061,27.36%, 62.70%, 35.35%, 1.95%
42063,7.14%, 52.88%, 45.75%, 1.37%
42065,29.66%, 63.75%, 34.09%, 2.16%
42067,34.79%, 66.04%, 31.25%, 2.72%
42069,25.83%, 36.38%, 62.21%, 1.41%
42071,11.77%, 55.21%, 43.44%, 1.35%
42073,5.05%, 51.60%, 46.54%, 1.86%
42075,18.79%, 58.59%, 39.80%, 1.60%
42077,15.55%, 41.57%, 57.12%, 1.31%
42079,8.36%, 44.96%, 53.32%, 1.73%
42081,24.06%, 61.24%, 37.17%, 1.59%
42083,17.23%, 57.61%, 40.38%, 2.00%
42085,0.28%, 49.04%, 48.76%, 2.20%
42087,33.48%, 65.89%, 32.40%, 1.71%
42089,16.26%, 41.23%, 57.50%, 1.27%
42091,20.78%, 39.16%, 59.94%, 0.90%
42093,14.98%, 56.64%, 41.65%, 1.71%
42095,12.29%, 43.07%, 55.35%, 1.58%
42097,13.75%, 55.75%, 42.00%, 2.25%
42099,33.57%, 65.79%, 32.22%, 1.99%
42101,66.68%, 16.33%, 83.00%, 0.67%
42103,4.22%, 51.55%, 47.33%, 1.12%
42105,37.20%, 67.66%, 30.46%, 1.88%
42107,8.60%, 53.09%, 44.49%, 2.42%
42109,29.02%, 63.60%, 34.58%, 1.82%
42111,24.90%, 61.32%, 36.41%, 2.27%
42113,19.45%, 58.89%, 39.44%, 1.66%
42115,11.60%, 54.77%, 43.17%, 2.07%
42117,27.23%, 62.48%, 35.25%, 2.26%
42119,14.45%, 56.42%, 41.96%, 1.62%
42121,19.08%, 58.42%, 39.34%, 2.24%
42123,6.15%, 51.89%, 45.74%, 2.36%
42125,4.70%, 51.52%, 46.82%, 1.67%
42127,12.25%, 55.39%, 43.14%, 1.47%
42129,16.66%, 57.62%, 40.96%, 1.43%
42131,7.55%, 52.81%, 45.26%, 1.93%
42133,13.53%, 55.95%, 42.42%, 1.63%
44001,26.64%, 35.75%, 62.39%, 1.86%
44003,17.40%, 40.18%, 57.58%, 2.25%
44005,23.24%, 37.42%, 60.67%, 1.91%
44007,34.08%, 31.94%, 66.02%, 2.04%
44009,20.34%, 38.73%, 59.07%, 2.20%
45001,15.19%, 56.94%, 41.75%, 1.31%
45003,24.00%, 61.41%, 37.41%, 1.18%
45005,51.74%, 23.53%, 75.27%, 1.19%
45007,33.28%, 65.99%, 32.70%, 1.31%
45009,31.07%, 33.89%, 64.95%, 1.16%
45011,1.65%, 48.67%, 50.33%, 1.00%
45013,10.78%, 54.92%, 44.14%, 0.95%
45015,13.04%, 55.89%, 42.84%, 1.27%
45017,3.55%, 47.75%, 51.31%, 0.94%
45019,8.34%, 45.21%, 53.55%, 1.24%
45021,29.33%, 64.07%, 34.74%, 1.18%
45023,8.30%, 45.19%, 53.49%, 1.32%
45025,2.95%, 50.89%, 47.94%, 1.17%
45027,12.31%, 43.45%, 55.77%, 0.78%
45029,0.53%, 49.22%, 49.74%, 1.04%
45031,0.13%, 49.58%, 49.45%, 0.97%
45033,11.43%, 43.78%, 55.21%, 1.01%
45035,15.50%, 57.11%, 41.61%, 1.28%
45037,10.93%, 54.98%, 44.05%, 0.96%
45039,31.66%, 33.67%, 65.33%, 1.00%
45041,3.17%, 51.16%, 47.99%, 0.86%
45043,5.25%, 52.13%, 46.88%, 0.99%
45045,23.85%, 61.03%, 37.18%, 1.79%
45047,15.66%, 57.29%, 41.62%, 1.09%
45049,25.42%, 36.78%, 62.20%, 1.02%
45051,24.55%, 61.65%, 37.10%, 1.25%
45053,22.86%, 38.01%, 60.87%, 1.13%
45055,18.72%, 58.84%, 40.11%, 1.05%
45057,14.88%, 56.85%, 41.97%, 1.18%
45059,18.10%, 58.34%, 40.25%, 1.41%
45061,31.53%, 33.58%, 65.12%, 1.30%
45063,38.04%, 68.45%, 30.41%, 1.14%
45065,6.08%, 46.58%, 52.66%, 0.76%
45067,27.63%, 35.69%, 63.32%, 0.99%
45069,25.73%, 36.74%, 62.47%, 0.79%
45071,17.60%, 58.19%, 40.60%, 1.21%
45073,37.53%, 67.98%, 30.45%, 1.56%
45075,38.10%, 30.47%, 68.58%, 0.95%
45077,46.23%, 72.13%, 25.91%, 1.96%
45079,28.91%, 35.11%, 64.02%, 0.87%
45081,21.71%, 60.34%, 38.63%, 1.03%
45083,21.61%, 60.04%, 38.43%, 1.53%
45085,15.44%, 41.89%, 57.33%, 0.78%
45087,11.17%, 54.97%, 43.80%, 1.23%
45089,38.16%, 30.43%, 68.59%, 0.97%
45091,17.70%, 58.17%, 40.47%, 1.36%
46003,9.30%, 53.11%, 43.81%, 3.08%
46005,7.27%, 52.55%, 45.28%, 2.16%
46007,4.72%, 50.83%, 46.11%, 3.06%
46009,10.87%, 53.92%, 43.06%, 3.02%
46011,5.56%, 46.12%, 51.68%, 2.20%
46013,5.59%, 46.29%, 51.88%, 1.82%
46015,18.12%, 57.69%, 39.57%, 2.75%
46017,48.14%, 25.20%, 73.34%, 1.45%
46019,35.60%, 66.28%, 30.69%, 3.03%
46021,40.75%, 69.20%, 28.45%, 2.34%
46023,7.59%, 53.02%, 45.42%, 1.56%
46025,12.11%, 54.90%, 42.78%, 2.32%
46027,24.22%, 36.78%, 61.01%, 2.21%
46029,6.39%, 52.31%, 45.92%, 1.77%
46031,21.48%, 38.05%, 59.53%, 2.42%
46033,31.82%, 64.54%, 32.73%, 2.73%
46035,13.92%, 55.96%, 42.03%, 2.01%
46037,12.89%, 42.81%, 55.69%, 1.50%
46039,1.53%, 49.05%, 47.52%, 3.43%
46041,33.14%, 32.64%, 65.78%, 1.58%
46043,49.49%, 73.63%, 24.15%, 2.22%
46045,18.98%, 58.43%, 39.45%, 2.12%
46047,26.52%, 61.64%, 35.13%, 3.23%
46049,26.26%, 62.00%, 35.74%, 2.27%
46051,4.31%, 50.94%, 46.63%, 2.43%
46053,29.02%, 63.33%, 34.31%, 2.36%
46055,65.22%, 81.44%, 16.22%, 2.34%
46057,22.17%, 59.60%, 37.42%, 2.98%
46059,26.31%, 62.01%, 35.70%, 2.29%
46061,19.13%, 58.66%, 39.53%, 1.81%
46063,59.95%, 78.34%, 18.39%, 3.27%
46065,26.70%, 62.56%, 35.86%, 1.57%
46067,28.91%, 63.33%, 34.42%, 2.25%
46069,40.89%, 69.68%, 28.79%, 1.53%
46071,20.56%, 58.96%, 38.39%, 2.65%
46073,0.36%, 49.41%, 49.05%, 1.54%
46075,50.40%, 73.84%, 23.44%, 2.71%
46077,5.68%, 51.54%, 45.87%, 2.59%
46079,0.65%, 48.61%, 49.26%, 2.13%
46081,15.39%, 56.30%, 40.91%, 2.79%
46083,15.22%, 56.84%, 41.61%, 1.55%
46085,11.21%, 54.48%, 43.27%, 2.25%
46087,14.50%, 55.89%, 41.39%, 2.72%
46089,34.47%, 66.55%, 32.07%, 1.38%
46091,16.48%, 41.08%, 57.55%, 1.37%
46093,32.43%, 64.75%, 32.32%, 2.93%
46095,8.54%, 52.79%, 44.25%, 2.97%
46097,2.30%, 47.37%, 49.67%, 2.96%
46099,0.73%, 48.73%, 49.46%, 1.82%
46101,4.76%, 46.34%, 51.11%, 2.55%
46103,21.18%, 59.64%, 38.47%, 1.89%
46105,35.77%, 65.36%, 29.60%, 2.79%
46107,31.60%, 65.07%, 33.47%, 1.46%
46109,19.64%, 39.26%, 58.91%, 1.83%
46111,14.00%, 55.43%, 41.43%, 0.99%
46113,78.81%, 9.88%, 88.69%, 1.43%
46115,3.36%, 50.78%, 47.42%, 1.80%
46117,32.65%, 65.49%, 32.84%, 1.67%
46119,41.78%, 69.75%, 27.97%, 2.28%
46121,57.89%, 20.19%, 78.08%, 1.73%
46123,33.29%, 65.48%, 32.19%, 2.32%
46125,19.69%, 58.32%, 38.63%, 3.06%
46127,13.84%, 55.97%, 42.12%, 1.91%
46129,28.11%, 62.94%, 34.83%, 2.23%
46135,1.98%, 49.72%, 47.74%, 2.54%
46137,27.16%, 35.02%, 62.18%, 2.81%
47001,26.22%, 62.32%, 36.10%, 1.58%
47003,33.47%, 65.89%, 32.42%, 1.70%
47005,16.22%, 57.05%, 40.82%, 2.13%
47007,34.47%, 66.18%, 31.71%, 2.11%
47009,39.34%, 68.88%, 29.53%, 1.59%
47011,49.69%, 74.19%, 24.50%, 1.31%
47013,36.97%, 67.59%, 30.62%, 1.79%
47015,24.02%, 60.88%, 36.85%, 2.27%
47017,29.84%, 64.01%, 34.17%, 1.81%
47019,47.15%, 72.82%, 25.66%, 1.52%
47021,31.68%, 65.14%, 33.47%, 1.39%
47023,43.20%, 71.02%, 27.82%, 1.16%
47025,39.32%, 68.86%, 29.54%, 1.60%
47027,14.30%, 55.98%, 41.68%, 2.34%
47029,44.91%, 71.67%, 26.76%, 1.57%
47031,29.43%, 63.73%, 34.30%, 1.96%
47033,33.58%, 66.16%, 32.58%, 1.26%
47035,37.13%, 67.81%, 30.68%, 1.51%
47037,20.93%, 38.80%, 59.73%, 1.46%
47039,32.23%, 65.11%, 32.88%, 2.02%
47041,17.74%, 57.82%, 40.08%, 2.09%
47043,21.37%, 59.82%, 38.45%, 1.72%
47045,37.70%, 68.23%, 30.53%, 1.25%
47047,27.43%, 63.22%, 35.80%, 0.98%
47049,43.89%, 71.06%, 27.17%, 1.77%
47051,22.52%, 60.46%, 37.94%, 1.61%
47053,28.75%, 63.60%, 34.85%, 1.56%
47055,19.57%, 59.05%, 39.47%, 1.48%
47057,43.06%, 70.60%, 27.54%, 1.87%
47059,40.70%, 69.52%, 28.82%, 1.66%
47061,12.78%, 55.33%, 42.55%, 2.12%
47063,38.38%, 68.41%, 30.03%, 1.56%
47065,11.79%, 55.19%, 43.40%, 1.41%
47067,43.91%, 70.86%, 26.95%, 2.19%
47069,6.18%, 46.50%, 52.67%, 0.83%
47071,42.68%, 70.52%, 27.84%, 1.63%
47073,41.95%, 70.13%, 28.18%, 1.68%
47075,21.28%, 38.97%, 60.25%, 0.78%
47077,42.90%, 70.79%, 27.88%, 1.33%
47079,22.36%, 60.41%, 38.04%, 1.55%
47081,14.37%, 56.30%, 41.93%, 1.78%
47083,2.09%, 47.94%, 50.03%, 2.03%
47085,2.88%, 50.37%, 47.49%, 2.14%
47087,0.87%, 48.54%, 49.41%, 2.04%
47089,42.70%, 70.65%, 27.94%, 1.41%
47091,42.24%, 70.11%, 27.87%, 2.02%
47093,23.00%, 60.73%, 37.73%, 1.53%
47095,6.75%, 52.50%, 45.76%, 1.74%
47097,6.54%, 52.83%, 46.28%, 0.89%
47099,33.74%, 65.96%, 32.22%, 1.83%
47101,23.73%, 61.05%, 37.32%, 1.63%
47103,42.16%, 70.30%, 28.14%, 1.55%
47105,43.98%, 71.29%, 27.31%, 1.40%
47107,39.64%, 69.13%, 29.49%, 1.38%
47109,38.42%, 68.46%, 30.04%, 1.50%
47111,41.92%, 69.90%, 27.99%, 2.11%
47113,7.03%, 53.12%, 46.09%, 0.79%
47115,19.59%, 58.98%, 39.40%, 1.62%
47117,21.57%, 59.84%, 38.27%, 1.90%
47119,21.41%, 60.08%, 38.67%, 1.25%
47121,33.63%, 66.01%, 32.38%, 1.60%
47123,38.33%, 68.45%, 30.12%, 1.43%
47125,7.87%, 53.28%, 45.40%, 1.32%
47127,38.25%, 68.09%, 29.84%, 2.07%
47129,40.28%, 69.14%, 28.86%, 1.99%
47131,34.09%, 66.26%, 32.17%, 1.58%
47133,13.32%, 55.57%, 42.25%, 2.17%
47135,8.90%, 53.20%, 44.30%, 2.50%
47137,34.89%, 66.87%, 31.97%, 1.16%
47139,32.96%, 65.64%, 32.67%, 1.69%
47141,26.95%, 62.60%, 35.65%, 1.74%
47143,46.24%, 72.41%, 26.18%, 1.41%
47145,36.23%, 67.27%, 31.04%, 1.69%
47147,31.09%, 64.83%, 33.74%, 1.42%
47149,19.07%, 58.78%, 39.71%, 1.52%
47151,47.34%, 72.70%, 25.36%, 1.95%
47153,34.82%, 66.40%, 31.58%, 2.02%
47155,48.08%, 73.43%, 25.35%, 1.22%
47157,27.40%, 35.96%, 63.35%, 0.69%
47159,20.29%, 58.95%, 38.65%, 2.40%
47161,8.83%, 53.68%, 44.85%, 1.47%
47163,41.34%, 70.02%, 28.68%, 1.30%
47165,34.83%, 66.73%, 31.90%, 1.37%
47167,36.47%, 67.80%, 31.33%, 0.87%
47169,6.58%, 52.11%, 45.54%, 2.35%
47171,40.20%, 69.38%, 29.17%, 1.45%
47173,41.23%, 69.81%, 28.58%, 1.61%
47175,20.17%, 58.66%, 38.49%, 2.86%
47177,21.16%, 59.46%, 38.30%, 2.24%
47179,33.48%, 66.03%, 32.54%, 1.43%
47181,49.23%, 73.75%, 24.52%, 1.74%
47183,31.11%, 64.68%, 33.57%, 1.75%
47185,28.31%, 63.26%, 34.95%, 1.78%
47187,39.40%, 69.12%, 29.72%, 1.16%
47189,36.57%, 67.62%, 31.05%, 1.33%
48001,43.55%, 71.35%, 27.80%, 0.85%
48003,65.37%, 82.44%, 17.07%, 0.50%
48005,34.95%, 67.13%, 32.17%, 0.70%
48007,37.71%, 68.45%, 30.74%, 0.81%
48009,65.41%, 82.36%, 16.95%, 0.69%
48011,73.54%, 86.46%, 12.93%, 0.61%
48013,10.54%, 54.96%, 44.43%, 0.61%
48015,50.89%, 74.96%, 24.07%, 0.97%
48017,40.41%, 69.86%, 29.45%, 0.69%
48019,50.39%, 74.59%, 24.20%, 1.20%
48021,8.17%, 53.02%, 44.84%, 2.14%
48023,54.53%, 76.81%, 22.28%, 0.91%
48025,10.13%, 54.81%, 44.69%, 0.50%
48027,9.75%, 54.36%, 44.61%, 1.03%
48029,5.55%, 46.69%, 52.23%, 1.08%
48031,39.50%, 69.20%, 29.70%, 1.09%
48033,76.45%, 87.53%, 11.08%, 1.39%
48035,51.86%, 75.36%, 23.50%, 1.14%
48037,37.93%, 68.67%, 30.74%, 0.59%
48039,29.57%, 64.34%, 34.76%, 0.90%
48041,28.91%, 63.85%, 34.94%, 1.20%
48043,2.95%, 47.56%, 50.51%, 1.92%
48045,49.64%, 74.34%, 24.70%, 0.96%
48047,51.58%, 24.08%, 75.66%, 0.26%
48049,61.23%, 79.95%, 18.72%, 1.33%
48051,37.42%, 68.22%, 30.80%, 0.98%
48053,44.11%, 71.38%, 27.28%, 1.34%
48055,6.04%, 52.43%, 46.39%, 1.18%
48057,20.02%, 59.69%, 39.67%, 0.64%
48059,61.69%, 80.28%, 18.60%, 1.12%
48061,28.67%, 35.06%, 63.72%, 1.22%
48063,23.30%, 61.27%, 37.97%, 0.77%
48065,71.88%, 85.50%, 13.62%, 0.87%
48067,40.43%, 69.89%, 29.46%, 0.65%
48069,36.80%, 68.18%, 31.38%, 0.44%
48071,51.16%, 75.14%, 23.98%, 0.87%
48073,43.16%, 71.24%, 28.08%, 0.68%
48075,55.97%, 77.61%, 21.65%, 0.74%
48077,58.59%, 78.91%, 20.32%, 0.77%
48079,44.84%, 71.71%, 26.87%, 1.42%
48081,60.74%, 79.80%, 19.06%, 1.15%
48083,63.97%, 81.33%, 17.37%, 1.30%
48085,25.50%, 62.16%, 36.66%, 1.18%
48087,59.33%, 78.91%, 19.58%, 1.51%
48089,39.35%, 69.38%, 30.03%, 0.60%
48091,47.34%, 73.01%, 25.66%, 1.33%
48093,47.52%, 73.09%, 25.57%, 1.34%
48095,51.07%, 74.93%, 23.86%, 1.21%
48097,58.59%, 78.86%, 20.27%, 0.88%
48099,26.90%, 63.00%, 36.11%, 0.89%
48101,45.67%, 72.20%, 26.52%, 1.28%
48103,55.02%, 76.96%, 21.94%, 1.10%
48105,33.27%, 66.41%, 33.14%, 0.45%
48107,28.06%, 63.79%, 35.74%, 0.47%
48109,30.96%, 33.86%, 64.82%, 1.32%
48111,60.86%, 79.86%, 19.01%, 1.13%
48113,15.27%, 41.89%, 57.15%, 0.96%
48115,42.82%, 70.95%, 28.13%, 0.93%
48117,46.77%, 73.06%, 26.29%, 0.65%
48119,45.31%, 72.25%, 26.93%, 0.82%
48121,24.16%, 61.63%, 37.47%, 0.89%
48123,47.87%, 73.77%, 25.90%, 0.33%
48125,51.03%, 75.10%, 24.07%, 0.82%
48127,50.68%, 24.37%, 75.05%, 0.59%
48129,64.08%, 81.30%, 17.22%, 1.48%
48131,50.40%, 24.40%, 74.80%, 0.79%
48133,59.82%, 79.35%, 19.53%, 1.12%
48135,47.90%, 73.49%, 25.59%, 0.92%
48137,31.59%, 65.02%, 33.43%, 1.55%
48139,42.24%, 70.71%, 28.47%, 0.82%
48141,32.45%, 33.28%, 65.73%, 0.98%
48143,54.50%, 76.81%, 22.31%, 0.88%
48145,19.70%, 59.44%, 39.74%, 0.82%
48147,39.58%, 69.20%, 29.62%, 1.18%
48149,42.43%, 70.43%, 28.00%, 1.57%
48151,22.20%, 60.71%, 38.51%, 0.78%
48153,41.81%, 70.77%, 28.96%, 0.28%
48155,23.98%, 60.78%, 36.80%,-
48157,2.39%, 50.89%, 48.50%, 0.62%
48159,52.46%, 75.53%, 23.07%, 1.40%
48161,43.51%, 71.42%, 27.91%, 0.67%
48163,18.73%, 40.47%, 59.21%, 0.32%
48165,67.25%, 83.23%, 15.98%, 0.79%
48167,19.48%, 59.29%, 39.81%, 0.90%
48169,56.06%, 77.49%, 21.43%, 1.09%
48171,56.63%, 77.51%, 20.88%, 1.61%
48173,80.79%, 90.13%, 9.34%, 0.54%
48175,26.51%, 62.87%, 36.36%, 0.77%
48177,30.36%, 64.83%, 34.47%, 0.70%
48179,70.96%, 85.13%, 14.18%, 0.69%
48181,37.83%, 68.33%, 30.51%, 1.16%
48183,37.64%, 68.54%, 30.90%, 0.57%
48185,34.34%, 66.83%, 32.49%, 0.67%
48187,30.94%, 64.91%, 33.97%, 1.12%
48189,44.89%, 72.12%, 27.24%, 0.64%
48191,47.94%, 73.58%, 25.63%, 0.79%
48193,53.28%, 76.12%, 22.84%, 1.03%
48195,76.45%, 87.87%, 11.42%, 0.71%
48197,51.79%, 75.17%, 23.39%, 1.44%
48199,61.17%, 80.20%, 19.03%, 0.77%
48201,1.63%, 48.82%, 50.45%, 0.73%
48203,31.41%, 65.38%, 33.97%, 0.64%
48205,73.60%, 86.20%, 12.59%, 1.21%
48207,32.56%, 65.60%, 33.03%, 1.37%
48209,2.04%, 50.19%, 48.15%, 1.66%
48211,71.91%, 85.67%, 13.76%, 0.57%
48213,44.65%, 71.94%, 27.29%, 0.77%
48215,38.63%, 30.29%, 68.92%, 0.80%
48217,41.35%, 70.25%, 28.90%, 0.86%
48219,52.30%, 75.80%, 23.51%, 0.69%
48221,53.98%, 76.46%, 22.48%, 1.05%
48223,44.66%, 71.98%, 27.32%, 0.70%
48225,37.29%, 68.09%, 30.80%, 1.11%
48227,46.28%, 72.55%, 26.27%, 1.19%
48229,3.12%, 51.00%, 47.88%, 1.11%
48231,40.57%, 69.68%, 29.11%, 1.21%
48233,68.93%, 84.02%, 15.09%, 0.89%
48235,58.75%, 78.82%, 20.07%, 1.10%
48237,68.08%, 83.63%, 15.55%, 0.83%
48239,47.79%, 73.46%, 25.67%, 0.87%
48241,41.98%, 70.62%, 28.63%, 0.75%
48243,22.73%, 60.60%, 37.86%, 1.54%
48245,2.24%, 48.52%, 50.76%, 0.72%
48247,47.60%, 26.01%, 73.61%, 0.39%
48249,16.06%, 41.69%, 57.75%, 0.56%
48251,47.50%, 73.30%, 25.80%, 0.91%
48253,46.06%, 72.37%, 26.31%, 1.33%
48255,21.56%, 60.44%, 38.88%, 0.68%
48257,35.78%, 67.53%, 31.76%, 0.71%
48259,55.97%, 77.46%, 21.49%, 1.05%
48261,6.93%, 46.53%, 53.47%,-
48263,54.24%, 76.34%, 22.10%, 1.56%
48265,49.57%, 74.27%, 24.69%, 1.04%
48267,62.13%, 80.68%, 18.56%, 0.76%
48269,87.73%, 92.64%, 4.91%, 2.45%
48271,17.67%, 58.48%, 40.81%, 0.71%
48273,7.25%, 45.97%, 53.22%, 0.81%
48275,45.25%, 72.08%, 26.83%, 1.10%
48277,41.98%, 70.54%, 28.55%, 0.91%
48279,48.35%, 73.90%, 25.55%, 0.55%
48281,49.10%, 74.02%, 24.93%, 1.05%
48283,19.03%, 40.20%, 59.23%, 0.56%
48285,53.64%, 76.30%, 22.66%, 1.04%
48287,36.26%, 67.62%, 31.36%, 1.02%
48289,58.91%, 79.05%, 20.14%, 0.81%
48291,43.61%, 71.23%, 27.62%, 1.14%
48293,33.41%, 66.20%, 32.79%, 1.00%
48295,74.68%, 87.02%, 12.34%, 0.64%
48297,49.02%, 74.11%, 25.10%, 0.79%
48299,52.25%, 75.62%, 23.37%, 1.02%
48301,69.62%, 84.81%, 15.19%,-
48303,36.72%, 67.98%, 31.26%, 0.76%
48305,39.98%, 69.61%, 29.63%, 0.76%
48307,51.00%, 75.18%, 24.19%, 0.63%
48309,23.90%, 61.56%, 37.65%, 0.79%
48311,49.91%, 74.49%, 24.58%, 0.93%
48313,42.83%, 70.96%, 28.13%, 0.91%
48315,21.71%, 60.37%, 38.66%, 0.96%
48317,62.68%, 80.99%, 18.31%, 0.70%
48319,47.05%, 72.80%, 25.74%, 1.46%
48321,27.44%, 63.32%, 35.88%, 0.79%
48323,57.03%, 21.17%, 78.20%, 0.63%
48325,33.89%, 66.59%, 32.71%, 0.70%
48327,40.96%, 69.94%, 28.98%, 1.08%
48329,57.19%, 78.13%, 20.94%, 0.92%
48331,26.00%, 62.43%, 36.42%, 1.15%
48333,62.24%, 80.52%, 18.28%, 1.19%
48335,50.56%, 74.66%, 24.11%, 1.23%
48337,58.47%, 78.55%, 20.09%, 1.36%
48339,52.56%, 75.76%, 23.19%, 1.05%
48341,58.10%, 78.76%, 20.65%, 0.59%
48343,21.02%, 60.18%, 39.16%, 0.67%
48345,76.60%, 87.88%, 11.28%, 0.84%
48347,27.51%, 63.39%, 35.88%, 0.73%
48349,33.15%, 66.23%, 33.09%, 0.68%
48351,32.22%, 65.51%, 33.29%, 1.20%
48353,38.79%, 68.83%, 30.04%, 1.13%
48355,4.42%, 51.75%, 47.33%, 0.92%
48357,83.89%, 91.70%, 7.82%, 0.48%
48359,77.28%, 88.37%, 11.09%, 0.54%
48361,47.14%, 73.14%, 26.00%, 0.85%
48363,48.18%, 73.45%, 25.27%, 1.28%
48365,48.90%, 74.22%, 25.31%, 0.47%
48367,55.21%, 77.11%, 21.90%, 0.99%
48369,60.60%, 79.96%, 19.36%, 0.67%
48371,25.04%, 61.85%, 36.81%, 1.35%
48373,37.23%, 68.15%, 30.92%, 0.93%
48375,39.39%, 69.17%, 29.78%, 1.04%
